id	review	sentiment
57aabbb4-c4d4-4f95-bab8-1f807cb123c4	possibly one greatest action movie ever made mind-blowing visual feast eye ear spectacular action sequence , fight chase tom hardy man word but delivering none less giving strong performance show worthy replacement mel gibson also provides plenty strong female character well , charlize theron pure power fast furious way expendables imagine pure mad-man brilliance fine artist fine form director , george miller rocks film gorgeous explosive vision action movie masterpiece blow away	2
6c91c275-9723-4265-8420-a98c9ec5babd	george miller long-awaited sequel grandiose scale action-sequences overall , marvelous say least mad max : fury road exhilarating-overdose monumental thrill sound film post-apocalyptic feel stronger performance impressive , especially charlize theron also enough concise story make one miller exceptional work one best summer blockbuster , let alone overall film , year 4 5/5	2
5e3b323d-95c2-41b5-af9d-af5bc8d8f432	action packed thrill ride leaves bum tense ! thoroughly enjoyable , havent seen original but makes want !	2
245caec5-ab55-4c88-8f6d-fd638e6b40eb	allow begin confession see mad max : fury road knew minute film appetite would not quenched needed see , less 12 hour later week later saw third time theater reason obvious one regard - highly enjoyable , pulse-pounding , amazing spectacle first-class stuntwork mad genius rarely accomplished large , splendid scale destruction reason , writing standpoint , needed see movie else review fury road going consist nothing but unending stream positive adjective vomited upon page excitement , dear reader , wanted better also , wanted see mad max : fury road honestly would not mind slightest seeing post-apocalyptic future , immortan joe ( hugh keays-byrne ) aging warlord fiefdom controls water supply army gearhead warrior enforce rule trusted driver , imperator furiosa ( charlize theron ) , leading van supply goes rogue , driving desert furiosa taken immortan joe `` property , namely five wife enraged , immortan joe gathers posse death vehicle rider head reclaim `` property `` max ( tom hardy ) drifter thrust middle conflict strapped car driven desert , part immortan joe rapid response force thing exhilarating realm motion picture well-executed , well-developed action sequence , mad max : fury road blistering , awe-inspiring masterpiece brilliant carnage director george miller achieved onscreen visionary level execution rarely seen large scale , many moving part , delighted curious something extraordinary could escape risk-averse studio system m trying best restrain sheer hyperbole , but instant classic world action cinema definite top five all-time action film ( keeping track , would say last year raid sequel would also qualify status ) movie provided font joy not let end credit ushered theater action sequence epic scale , dozen different vehicle hot pursuit , yet miller brilliantly orients audience every moment symphony demolition many different part action but audience knows everything happens sheer sense momentum pacing overwhelming giddy action sequence develop organically , new consequence throwing character different dire direction also startling amount variety action sequence fury road described two-hour chase film , accurate degree , but break sequence , small moment catch breath learn character hostile world sequence different enough action not ever feel redundant , even third act literally requires character backtrack adrenaline not turn get-go , miller keeps throwing new trick , new stunt , new car astound amaze simply put , fury road shames american film release stuntwork another facet raises bar comes action movie miller emphasized practical effect whenever possible , emphasis pay heightened sense realism onscreen real car smashed real bit , real stuntmen tossed around age cgi saturation , easy become numb big screen spectacle hollow comes across visually past month avenger sequel , knew fight scene mostly cgi actor green screen , eases enjoyment moment not even get started deluge cgi carnage last hobbit film real physical object physical interaction offer much believability age increasing disbelief special effect miller focus practical effect first foremost , brings sense crazy excitement back ensures fury road hold better time also appreciated much thought miller team put crafting world every detail feel like adds overall richness miller vision design car , use scrap , fact pulley system operated child running giant wheel , contributes making world better realized alive level thought put weird deadly concept movie fantastic main character pass bog land , see people dressed cloak traversing land stilt , little passing detail make movie feel complete enjoyed one max heroic attributes specified blood type , o universal donor fact miller finds satisfying way bring attribute back payoff also appreciated also enjoyed miller expands upon family immortan joe , bevy freakish son brother peculiarity enjoyed fact miller not afraid embrace weird dystopia , symbolized best blind guitar player attached roaming wall speaker shoot flame instrument every time movie cut back guitar playing pace setter , smiled , smiled lot movie grumbled max supporting player movie bears name , but would argue co-lead real star rightfully imperator furiosa max not replaced furiosa , rather inter-dependant relationship vulnerable come trust but without romantic mingling wounded , shaken , mistrusting , volatile people , watch shared sense teamwork gradual opening reliance upon one another , affecting emotionally satisfying relationship but back furiosa , really story one personal connection o mission max always kind wandering warrior finds people battle consider post-apocalyptic man no name furiosa leader planned implemented escape immortan joe , deserves attention enjoyed fact miller not even explain past know suffered trauma , physical likely sexual , assumes audience not need furiosa past abuse spelled specifically , seen grisly flashback strong woman far helpless one arm story woman liberating sexual slavery corrupt patriarchy ( thematic relevance ) theron leader ferocity eye need know believe woman whatever takes freedom aspect very clear fury road decidedly feminist film but never stoops preaching even directly calling attention effort ruined world men unchecked power exploited vulnerable , woman treated `` property valued breeding purpose hero large woman rejected role society fleeing imposition furiosa lead , paints convincing picture woman capable badass post-apocalypse ( want go furiosa halloween ) movie portrays woman struggling unjust system devalues but fury road not wallow suffering not order get point across also treats wife manner lacks sexualization immortan joe treated property but miller treats human being , even going far give distinguished personality m not saying approach three-dimensional character but certainly not eye candy sequence wash hose , could see myriad way moment would go tawdry cheap titillation men right activist ( sadly actually thing ) seem lost caterwauling feminism not zero-sum game ; one person gaining stature opportunity not mean taken away another furiosa strong not make max weak furiosa compelling lead character not diminish max makes even better character recognizes value limit , like scene voluntarily hands rifle knows better marksman no one explicitly point say , `` girl `` also fascinating commentary danger religious fundamentalism war boys powder-white young men immortan joe armed force promised swift appearance gate paradise die battle ( `` witness ! exclamation sacrifice ) spray paint faces chrome ( `` eternal , shiny chrome ) go kamikaze kill , theme ripe obvious but without requiring character comment nux ( nicholas hoult , wonderfully deranged sincere ) actually closest thing character arc , going hopeful martyr independent thinker begins clumsy yet determined antagonist becomes r	2
a4d0f1d3-afb5-4d08-9378-299656f7229c	visuals product film incredibly imaginative action sequence different fun , story not great , also not like many movie film uniqueness set apart typical summer action flick	2
36d9d3c6-97df-4c2e-84e4-1c425b222507	max accompanies woman trying rescue pregnant concubine despotic ruler no doubt action sequence well-choreographed mildly entertaining , important part film story one not get started thirty minute , character development sloppy , uneven , unnaturally rushed example , supposed believe frenetic war boy abandon blind faith one embarrassing maneuver fact got stare girl eye two minute must eye reason story important , especially action film , audience must kept suspense action sequence end , no doubt survive ; question , not entertaining film champion not think not get gender politics understand film puts woman position power , stands sex slavery , depiction woman progressive many film genre great reason film got one star instead half overall , story weak , chase sequence world ca not rescue weak story	0
59d27a0d-c3e2-4143-9663-c457430278aa	considering wave terrible 90 scifi sequels or remakes fired way past year ( terminator , robocop , total recall etc ) fury road success pleasant surprise takes lot very 80 dystopian post-apocalyptic sensibility puts modern context relevant storytelling , characterization heavy play social theme make compelling tale but barebones , relentlessly unforgiving visuals make thrilling ride world mad max sand dune angry people automobile though , very little screen time miller manages convey very elaborate society full warrior tribe , caste system cultural or religious custom intriguing not visually iconic let also not forget cast character representing variety minority without feeling like forced token phenomenal performance charlize theron breathes badassery furiosa manic nux played hoult ! seems best way bring back `` strong silent type hero fact keep silent ( would guessed ? ) hardy skim max stern look , grunt single syllable word love end day fury road nonsensical , visceral action packed adventure bunch rebel fighting system but also intelligent character study dab social commentary folk larger life ( max ) others victims or villains turned hero ( furiosa , breeder , nux ) ever appreciate cheering enamored spectacle	2
2230b950-fd5d-4372-9eca-ac0efe232650	thirty year since last instalment `` mad max franchise , tom hardy takes leading role helmed mel gibson , takes character unseen height george miller definitely waited perfect time release picture , coming age every action film relies cgi displaying perfect balance practical cg effect , action piece film breathtaking behold everyone film gives , injecting fuel franchise believed dead long ago two main question people ask picture live original trilogy welcome newcomer say not view original film order know going , but definitely not attract people no clue `` mad max : fury road breathtaking spectacle ( better seen long time ) , but little short character really care everything going end film , realized definitely spectacle substance , but spectacle incredible almost overshadow bad upon every single view end , say something never said movie flawless film many issue brain going nuts view film , loved planning seeing , please theatre , worth `` mad max : fury road awesome !	2
5007a0bd-856b-4190-a9a1-572ebe123300	impressive action pretty much throughout , but left theatre pretty `` mehhh overall every awesome thing think , three weird thing tell movie hear , fan original may get lot one people new franchise	2
7a9519ac-888a-4601-b67d-48d329b07686	george miller mad max : fury road holds no bound trek across desert landscape `` lovely day `` littered little character buildup paper thin plot-line , 2 hour adventure goes off-road ton vehicle carnage enough story detail , needed , but ultimately , setup next incident `` fury road `` violence erratic , top , highly entertaining good combination cg , well real vehicle demolishing come advertised much going , film manages leave want even tom hardy man word , no wonder film belongs charlize theron nicholas hoult following footstep seriously , film could called furiosa road no secret mad max : fury road delivers expected	2
cc3f59ce-34b7-4c00-a960-d9bdb1a53d1e	visual treat start finish ! costume , stunt , action every scene bursts vitality not forget sound wow ! ! cinema made ! great franchise back screen but could done 15 minute shorter	2
1ce959db-34d0-4e65-8371-3be5b0371982	good heaven , awful no plot , no character development , no point nothing but pair long chase scene hideous	0
79f7401b-578f-40b5-9999-c8df3e4133e7	exciting , nonstop , thrilling story beginning end	2
ea436c51-4607-4484-b41d-60a640906747	let preface saying m not fan mad max bored mad max almost bored road warrior underwhelmed heard hype mad max : fury road one greatest movie ever made cinematic masterpiece gives rush sometimes need break slow heartbeat honestly not get maybe hype behind movie see see fury road see watch fury road something spectacle action good look damn right car carnage wasteland incredible look guy flamethrower guitar ! but not want stand see movie main thing look m watching movie like combination exciting engaging action , well good story movie lacks story part simple not lot wasteland inhabitant makes interested furiosa get arm ? imorton joe rise power ? people max haunted ? people stick ? no context given m not interested not care furiosa badass ? yes ! but cool not care know little sum mad max : fury road spectacle nice look , but really nothing else	1
37c648c6-5949-45d5-af46-ee519a11de86	post-modern feminism post-apocalypse good , but not great would rated worse , not cool vehicle bit disappointment	1
57659024-e7d5-4070-84e7-c605857098a2	impressive visuals interesting female character but overall found rather unpleasant , ultimately , rather tedious	1
bd58a51c-8f3a-4c8f-ae1a-c38acb018c31	one time favorite movie constant action drama highly recommend	2
48709049-d721-4ff0-b2b0-c566eb8f1799	mad max : fury road one best action film ever seen genuine work art , might one top 3 contender oscar best picture ! also definitely deserves get recognition use vfx	2
7867b544-8cec-4300-a219-f4a43b8648e8	m not ready hail masterpiece everyone else calling , but mad max : fury road still hell film needle say action awesome , but performance fantastic work hand hand narrative theme , charlize theron furiosa triumph character	2
d4c2104f-8b3d-455b-a7c0-d199b5a402a7	set design 2 0 , everything miller wanted previous one hardy hardly impresses	1
29ea5f74-bd50-48f5-a1de-a1b991ae574e	great movie watched 4 time !	2
7a413c18-02a5-4a0e-bdb5-50c1d227e62b	very disappointing no character building felt like 2 hour trailer	0
f1058d2a-fce5-411b-b5e3-89479d377afe	think tom hardy knows costar film ? charlene like wounded animal fighting last breathe ca not help but captivated performance start end taking ride survival	2
8d24484b-c977-45ca-9369-ffbaadebf1d1	mad max fury road new king action movie , awesome !	2
c307b94d-7778-4bad-9290-7f109e8b8b1e	maybe 40 line dialogue lot explosion	1
4b5e808d-f775-4cb3-ab1f-4dae54441850	post-apocalyptic film hit miss , but mad max : fury road best action chase scene put film 21st century tom hardy breakthrough action star go along recent success dramatic actor going win oscar point george miller writes directs film well anyone , even 70 love woman overshadow men action scenes !	2
ee63cf3b-c764-454e-8168-d290afff3c87	post-apocalyptic warrior hell bent artistic respect world still gas barely register empty even without mel gibson	0
924f9bc3-8665-492d-95ee-93fb5df9b1ea	great movie loved fact traditional method special effect used , like new star war movie , but felt not totally live hype people give great , but not best	2
a95423d0-e723-4d95-89b2-b2d118a6822b	thought action movie genre really could not anything else new different , proves entirely wrong intense action , distinctive style , concrete story make worthy installment mad max series	2
2eb7a330-e3a4-45b5-9e1a-aead6b3cdd81	`` decent action movie , but think missed essence made original one great `` ***film making not trying make action film realistic but rather like parody & millennial generation probably prefer film original mad max film done real stunt men real heavy duty stunt ; not computer generated jinn-joint stunt	1
02a96956-8cc0-4514-843c-26050c3d347d	? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? franchise ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? original ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?	2
f6ca1e48-dde5-4112-af52-03279d268f2c	guess pretty decent but hoped something mel gibson version far superior	1
368adf29-b422-4d19-a6fa-3f3aea9c72f3	first 15 minute seemed super cracked began accept started like end , laughing maniacally ridiculously top stylized violence thoroughly entertaining sad sadistic way positively hilarious	2
f640763e-d397-4693-98f9-f94d28c42229	two hour insanity miller proves king gonzo high-profile action movie towering cinematic genius	2
995017e8-f1a6-4124-abaf-2128b0995c00	mad max : fury road improves upon predecessor fourth round breathtaking action writer-director george miller finds peak bringing back life road warrior whole new cast delivers brightest performance year : hardy great , but theron owns show iconic furiosa shall reminded compelling contemporary heroin	2
d0152e34-72b4-4b1d-bdda-585673f2aeac	fantastic action movie ! ! ! ! spoiled action movie seen twice theater home still love ! ! ! ! !	2
de46568b-5048-4f70-b812-473828d82392	cant get enough movie pretty much think overall today movie garbage ( dont make em way used ) , but movie punches face & doesnt let thank george making great piece exciting entertainment	2
49456ddd-d3a4-4260-ae7d-3c059ee49e72	surprisingly worthy sequel original series director captured ambiance desolate mad max universe excellent photography music action scene very good but saturated genre	2
c78ccfee-46ae-4336-8046-16c9b712d805	mad max : fury road best movie 2015 hand one movie gets better better view , perfect example action movie	2
f4b9b19e-2cee-4f8c-9c00-4e12ecc062cb	, preface , never seen mad max movie everyone telling watch , would love forth honest , first 15 minute , no clue gotten little overwhelming type movie throw world no explanation always throw minute but , say m , sucked 100 % sucked 1000 % society ? almost everyone sick ? furiosa become woman power ? flame throwing guitar ? , question still swirling around brain , but moment , could cared less simply along ride visuals absolutely stunning ( sandstorm beginning holy hell ) acting main character point ( charlize theron queen ) chase scene last half hour incredibly stressed best way possible storyline deeper typical action movie could honestly keep going would love watch , understand everything , dive go along ride	2
5cf2dc20-e11e-4e12-932d-fa978550b0ef	enjoyed every second !	2
f4c8fe53-ec78-48c0-866d-4c1d08b4a892	best movie 2015 ! ! ! ! ! hands ! ! ! fun year	2
9f8f9b91-cf8f-44c5-8ea1-11d39a95f6a1	pointless snuff film not missing anything	0
0cb7c4f2-d7de-4d1c-94b7-a356a7725be3	one favorite movie year , possibly time ! ! ! movie stylistically visually beautiful really great world-building movie , love subtly incorporated viking or nordic cultural influence mad max post-apocalyptic universe actually not huge fan tom hardy , likewise also not blown away charlize theron acting movie however , movie beautiful , could not resist giving movie resounding 5/5 star !	2
4385dde4-8132-41eb-9fe9-50404e88b75c	found movie incomprehensible stupid - rescued two star level stunning art design supposedly `` post apocalyptic world , but no back story presented create context character motivation mad max gets kidnapped strapped front vehicle , watch car blow not much going - maybe 60 % movie charlize theron character explains trying get back home - eventually needs return movie started bizarre king crazed punk siren slave whose presence appears , little context people spray paint , one truck wonderful rock guitarist strapped front , whose axe shoot flames neck goes two quarter hour however , way visuals conceived stunning home city mammoth level strung hyper-industrial styled gear , muscular percussionist pounding something - reason looks cool but no intelligent end	0
87d8d4bc-5d77-40d6-8d08-3c211a17291f	epic epic , thats make action movie	2
414ff708-f747-4e2e-ab34-ddcc564979dc	far action film go , hands one best time book nothing amount fast-paced action today standard , many company relying cgi stuff , amazing see director or film finally taking bold step make action film good ole fashioned way , real stunt actor george miller really knocked one park not mention great performance hardy & theron	2
ce18601a-f8be-457d-9799-e1afcafeb3ae	excuse video game turned	0
b02a7996-2b1d-4c53-b0f8-bbde53afe762	era action movie rely heavily cgi , refreshing see movie like mad max film great combination story , character development , stunt action top perfect amount	2
bc9ccdc4-a5e3-44af-8f20-fefd5c6c18b2	boring mindless running across desert no reason shallow , meaningless character weird , stupid setup nothing believable fun	0
fc5020da-c2c2-4559-8a25-60289c1dca54	artsie fartsie , whacked crap no wonder nominated best picture academy whacked movie film not remake run far away !	0
af8827d5-5983-4517-88d3-2a6c2172beaa	better original mel gibson array powerful female character , great action movie but not best movie nominee	1
22a97ee5-7a90-42f4-bb25-9d7352faacc5	fun , action-packed movie nonetheless enjoyed , no	2
c5c99d13-2eb9-4239-a12f-f1f67f6bd174	, sure , worst movie seen year !	0
38d64cb1-1474-445e-9148-5420071779d5	boring fx , zero plot story turn-off brain want watch enjoy	1
6dffefcf-c770-4829-8c15-468a1a06170d	went not knowing expect really got lot bargained really powerful , visual film intense underlying message very fast paced , highly action-packed incredibly hardcore very interesting film	2
78629485-029a-4e26-8ab3-8c11b16f1ea4	mad max : fury road continuation previous mad max thought pretty darn good watching mad max sitting going like , witnessing ? never seen mad max reaction everything mad max universe different special bringing back miller far best decision without movie would not anything close miller makes movie feel like original mad max film weird skull guy , bad as car , post apocalyptic wasteland , great thing mad max character charlize theron play furiosa , girl stolen precious cargo main villain , immortan joe , follower charlize theron furiosa highlight movie interesting impactful character screen fury road ultimate thrill ride definition good action movie action sequence visual effect beautiful amazing every shot real gets looks spectacular definitely one best looking film year movie alive bright makes hard keep eye screen not want miss anything biggest flaw mad max sadly tom hardy portrayal max not feel performance strong enough energetic like character but overall loved fury road action scene amazing , awesome character , extremely well directed fun watch mad max action movie fan	2
4b44c9a9-39e1-464c-814c-d2cd2ca5e8cc	ish no character build even give second thought people not even close first mad max movie	0
ac775a02-34ee-4044-a0ef-60b861f2e2c9	mad max fast furious lot	0
d030f1cd-5156-49fc-a56e-46b3726237d3	yes , see oscar nominated brilliant post-apocalyptic action thriller	2
7d4ed969-50b5-4185-a8da-1f9466c9e997	action masterpiece , narrative stunt work , performance top , incredible action plot back one best action movie ever	2
432e7623-98d2-4ffb-bf3c-1d2b4e6f726a	po apocaliptical very theatrical broadway dry angry fast furious show like beath taken action scene	1
183fb172-f688-48a1-9325-449aa49e0af2	amazing visually but nearly constant violence boring	1
0c92f425-945a-4ec6-a1e0-2812bd7e1645	mad max newest masterpiece infamous mad max movie franchise george miller , returns 30 year direct movie evey , certain movie become milestone great action film 1981 : raider lost ark 1988 : die hard1991 : terminator 2 : judgemtn day 1999 : matrix 2008 : dark knight 2015 , mad , max , fury road ! movie absolutely incredible ! unbelievable , riveting , beautifully chaotic desructive , without question best action movie decade no movie past 6 year comes close masterpiece term practical effect , stunt work , visual effect , sound editing , cinematography , directing minimalistic , yet effective storytelling qorld-building everything need know character told action , decision heavy handed exposition pacing something world , extremely super crazy , yet super awesome time story nothing complez , still , serves purpose rightfully without forced scenery visual pleasure	2
9175de5d-5ab9-4ca0-a59d-146175ba68b0	horrifically gorgeous beyond phenomenal , mad max : fury road incredible aspect makes 2015 year success cinematic experience	2
a19d62a4-2c43-4037-baa3-d6e192b6c0da	one best movie 2015	2
15c32c3d-ce1b-46bd-857b-a830c4131597	lot great top action but	1
613dbd59-41eb-437e-8063-d88c8c82f247	total nonstop action movie many flawin scene animation looks 80s , plot average , dialogue not very good overall : high costed average movie	1
d4a9bf3c-0904-4d07-a9cc-6ea81c4192df	simply not understand audience score high movie extremely monotonous , little no story , truly felt dumber watched liked original mad max , beyond thunderdome , not much , but still head shoulder one visually amazing , no question but no story dialog barely grunting	0
db3a4beb-6eb4-4ff1-a678-c03085bf6a78	really no desire see movie first actually never saw mad max film but saw trailer , blown away immediately became intrigued looking visuals action , looks like everything want see action movie watching film , felt ashamed never saw mad max film fury road awesome ! adrenaline-filled rush feel like taking nap watching entire movie like one big chase first , not think much saw fun , heart-pumping thrill ride not think much story not enough exposition understand character thought maybe part franchise not see film but multiple view , saw telling story whole time told visual medium film not contain much dialogue , need follow story visuals , immediately understand character world live film also surprising amount feeling emotion helps us feel character adds sense humanity film say people would not like film ca not handle kind action never seen mad max film but even people never seen mad max movie , like , still find lot enjoyment know mad max : fury road fun year m sure please fan franchise	2
ea754575-6d88-499e-8d26-98419365c1db	excellent writing , great acting , wacky playful tone , amazing visuals film ( action-adventure post-apocalypse car-chase film ) mad max perfect	2
97703ee2-fd52-40b0-8118-0698683979d8	brilliant addition classic franchise manages reboot new lead actor continue excellent story tom hardy fill max perfectly , rightly playing man word but dark past complained really furiosa story ( wonderfully played charlize theron ) , forget max essentially mysterious stranger shows reluctantly save day film since `` road warrior ( still best franchise ) rest cast also excellent , particularly hugh keays-byrne villainous imortan joe behind camera , george miller crafts brutal yet beautiful vision apocalypse like never seen action sequence breathtaking , made done real stunt people , crafts original world complete religion ( `` witness ! fast become popular sci-fi phrase ) vehicle & costume ( joe monstrous sight ) not one best action movie year but best film 2015	2
56d68ce6-b9c3-4ae4-a8bf-57d71603039c	great action movie compromised relentless political correctness	2
3bfbce8c-f1f1-4258-9b20-987850323418	hard believe film highest rated film 2015 wife stopped watching 15 minute watched whole thing , but regret awful !	0
5acc2bf3-7dfc-4d94-a111-35f0aba79766	milestone action movie , george miller brings live post apocalictic universe like no	2
